unit,section,cefr,skill_name,teaching_objective,guidebook_heading,hebrew,english,audio_url
33,2,A1,Infinitv.1,form infinitives,Form infinitives,"להיות או לא להיות, זאת השאלה.","To be or not to be, that is the question.",https://d1vq87e9lcf771.cloudfront.net/he_v1/cbf8dd666f9d064b8124c54e3ec8af6c
33,2,A1,Infinitv.1,form infinitives,Form infinitives,מה אתה רוצֶה לכתוב?,What do you want to write?,https://d1vq87e9lcf771.cloudfront.net/he_v1/bf048eb818fab4c4aecc864de014e889
33,2,A1,Infinitv.1,form infinitives,Form infinitives,אין מה לעשות שם.,There is nothing to do there.,https://d1vq87e9lcf771.cloudfront.net/he_v1/d0216d9919ceeec13e582d5942740a82
33,2,A1,Infinitv.1,form infinitives,Form infinitives,אני לא רוצָה למנוע את זה ממנו.,I do not want to deprive him of that.,https://d1vq87e9lcf771.cloudfront.net/he_v1/b825beba865da628ae56e0d2397d41c2
34,2,A1,Weather,discuss the weather,Discuss the weather,השמש חזקה היום.,The sun is strong today.,https://d1vq87e9lcf771.cloudfront.net/he_v1/732a1c2545603a5c84ce8b16bfc91f95
34,2,A1,Weather,discuss the weather,Discuss the weather,יורד גשם.,It is raining.,https://d1vq87e9lcf771.cloudfront.net/he_v1/06ae4420a5c5fda4f5fc571957110402
34,2,A1,Weather,discuss the weather,Discuss the weather,מה הטמפרטורה עכשיו?,What is the temperature now?,https://d1vq87e9lcf771.cloudfront.net/he_v1/3fdd41ebd37b176694f715e48fd077e3
34,2,A1,Weather,discuss the weather,Discuss the weather,"יותר מדי מעונן, אני לא רואֶה את השמש.","It's too cloudy, I can't see the sun.",https://d1vq87e9lcf771.cloudfront.net/he_v1/64f4756067f5e4e2da1092b7f8bffbaf
34,2,A1,Weather,discuss the weather,Discuss the weather,יש עכשיו עשרים מעלות בחוץ.,It is twenty degrees outside now.,https://d1vq87e9lcf771.cloudfront.net/he_v1/8eb2838bc5f34514dfe4e1171984416d
35,2,A1,Places,describe places,Describe places,מי גר ברחוב הזה?,Who lives on that street?,https://d1vq87e9lcf771.cloudfront.net/he_v1/c8688bc1b746738693b3bdd3c96a4cff
35,2,A1,Places,describe places,Describe places,הילדים משחקים לאורך החוף.,The children are playing along the beach.,https://d1vq87e9lcf771.cloudfront.net/he_v1/8b0e63dec8d3f3bac84d7ca08b373d58
35,2,A1,Places,describe places,Describe places,יש בנק קרוב לפה?,Is there a bank near here?,https://d1vq87e9lcf771.cloudfront.net/he_v1/1da8ec95bdd1ea37bc6f9c286e2952f7
35,2,A1,Places,describe places,Describe places,חמש דקות מערב מפה יש מוזיאון מעניין.,Five minutes west of here there is an interesting museum.,https://d1vq87e9lcf771.cloudfront.net/he_v1/87091311a0ca38a86678a3662d6a30fa
36,2,A1,Present 3,use Hif'il verbs in the present,Use Hif'il verbs in the present,מה אתה מציע?,What do you suggest?,https://d1vq87e9lcf771.cloudfront.net/he_v1/9fd2b996fb0718d6bdcf26565bfbd336
36,2,A1,Present 3,use Hif'il verbs in the present,Use Hif'il verbs in the present,הם משכירים את הדירה של ההורים שלהם.,They rent out their parents' apartment.,https://d1vq87e9lcf771.cloudfront.net/he_v1/0e92fe3a9980b7f57f6f44418e820b47
36,2,A1,Present 3,use Hif'il verbs in the present,Use Hif'il verbs in the present,אבא מגיש את האוכל במטבח.,Dad is serving the food in the kitchen.,https://d1vq87e9lcf771.cloudfront.net/he_v1/130bfb406a1807283b725c0dad52b032
36,2,A1,Present 3,use Hif'il verbs in the present,Use Hif'il verbs in the present,העוגות שלי לא מכילות הרבה סוכר!,My cakes do not contain a lot of sugar!,https://d1vq87e9lcf771.cloudfront.net/he_v1/ee2924dc3b0803241c11e2edf2063fd2
37,2,A1,People,describe relationships,Describe relationships,אתה חבר שלי!,You are my friend.,https://d1vq87e9lcf771.cloudfront.net/he_v1/c647455b6d8ae6e43bbabc0836ac5276
37,2,A1,People,describe relationships,Describe relationships,יש לנו מערכת יחסים טובה.,We have got a good relationship.,https://d1vq87e9lcf771.cloudfront.net/he_v1/bc1de57f29216835169de786daf84d34
37,2,A1,People,describe relationships,Describe relationships,מי זה הבחור הזה?,Who is that guy?,https://d1vq87e9lcf771.cloudfront.net/he_v1/ceaf8b0cdb95fe52c7c13d09efac4667
37,2,A1,People,describe relationships,Describe relationships,אנחנו זוג.,We are a couple.,https://d1vq87e9lcf771.cloudfront.net/he_v1/aba7481b900ec07580179f8a5dbf10d2
38,2,A1,Numbers 2,form bigger numbers,Form bigger numbers,שלושים וחמש או שלושים ושתיים?,Thirty five or thirty two?,https://d1vq87e9lcf771.cloudfront.net/he_v1/15a5e19d37c4a511731f7f5b38d2c949
38,2,A1,Numbers 2,form bigger numbers,Form bigger numbers,אנחנו בשנות התשעים או השישים?,Are we in the nineties or the sixties?,https://d1vq87e9lcf771.cloudfront.net/he_v1/772f90162a7b76dfaa09af0547615df6
38,2,A1,Numbers 2,form bigger numbers,Form bigger numbers,שבע מאות כיסאות וגם ארבע מאות שולחנות?,Seven hundred chairs and also four hundred tables?,https://d1vq87e9lcf771.cloudfront.net/he_v1/fb1bfc33505a6b6ec263a1fc29032f2c
38,2,A1,Numbers 2,form bigger numbers,Form bigger numbers,הממוצע הוא עשרים אחוז.,The average is twenty percent.,https://d1vq87e9lcf771.cloudfront.net/he_v1/9e1718ece91767f2a72a04c842bc28c7
39,2,A1,Modals,expresss what could be,Expresss what could be,היא אמורה לבוא ביום שישי.,She is supposed to come on Friday.,https://d1vq87e9lcf771.cloudfront.net/he_v1/2e406994948dc5b5679f9729eb7dac31
39,2,A1,Modals,expresss what could be,Expresss what could be,אני אמור לבקר בירושלים מחר.,I am supposed to visit Jerusalem tomorrow.,https://d1vq87e9lcf771.cloudfront.net/he_v1/86802a4d410c3bee8b919025f93962b1
39,2,A1,Modals,expresss what could be,Expresss what could be,אני עשויה לעשות את זה.,I might do it.,https://d1vq87e9lcf771.cloudfront.net/he_v1/ed138c18fd94f10e54ed0ea7a46aeb85
39,2,A1,Modals,expresss what could be,Expresss what could be,אנחנו עשויים לישון ביום שבת.,We might sleep on Saturday.,https://d1vq87e9lcf771.cloudfront.net/he_v1/93ab54d39e54904750809d99772424ee
40,2,A1,Education,talk about school,Talk about school,העט הזה לא עובד!,This pen does not work!,https://d1vq87e9lcf771.cloudfront.net/he_v1/0cce4d11e717b2ac97231b23a7d7bf44
40,2,A1,Education,talk about school,Talk about school,אילו קורסים יש לכם?,What courses do you have?,https://d1vq87e9lcf771.cloudfront.net/he_v1/c8ceb44883bdf5f9f1ae955ff16987bb
40,2,A1,Education,talk about school,Talk about school,אני עדיין קוראת את הפרק הראשון.,I am still reading the first chapter.,https://d1vq87e9lcf771.cloudfront.net/he_v1/fcda78bfa96fdad58284cbc508e0c30e
40,2,A1,Education,talk about school,Talk about school,כמה משמעויות יש למילה הזאת?,How many meanings does this word have?,https://d1vq87e9lcf771.cloudfront.net/he_v1/643f06785b03740fa14865606d662aff
40,2,A1,Education,talk about school,Talk about school,תודה על ההסבר.,Thanks for the explanation.,https://d1vq87e9lcf771.cloudfront.net/he_v1/3834c9ceb68d8a77ffd1181f3a1fe340
41,2,A1,Travel,discuss travel,Discuss travel,"סליחה, מתי מגיע האוטובוס הבא?","Excuse me, when does the next bus arrive?",https://d1vq87e9lcf771.cloudfront.net/he_v1/f5d9ba3a82160739ac5bf2b6afeb722e
41,2,A1,Travel,discuss travel,Discuss travel,אנחנו רוכבים על סוסים.,We are riding horses.,https://d1vq87e9lcf771.cloudfront.net/he_v1/052879145651d166ebcd6ea6904e1eaa
41,2,A1,Travel,discuss travel,Discuss travel,זאת החופשה הראשונה שלה.,This is her first vacation.,https://d1vq87e9lcf771.cloudfront.net/he_v1/83c2cf9288e9259bdba8d45c8bc98a1d
41,2,A1,Travel,discuss travel,Discuss travel,זה רציף מספר שלוש.,This is platform number three.,https://d1vq87e9lcf771.cloudfront.net/he_v1/fafc568e28214f07af3fa780d6b48e6a
41,2,A1,Travel,discuss travel,Discuss travel,מתי יוצאת הטיסה שלךָ?,When does your flight depart?,https://d1vq87e9lcf771.cloudfront.net/he_v1/d977c52f2de370eecfbe0755f531b971
42,2,A1,Past Act.,use verbs in the past,Use verbs in the past,שלשום היינו במסיבה.,The day before yesterday we were at a party.,https://d1vq87e9lcf771.cloudfront.net/he_v1/b251b746beaba0f318bbad67e2ff3bf2
42,2,A1,Past Act.,use verbs in the past,Use verbs in the past,הלכנו לשם ביחד.,We went there together.,https://d1vq87e9lcf771.cloudfront.net/he_v1/485c36776a9a5bd42d75097516cd6da0
42,2,A1,Past Act.,use verbs in the past,Use verbs in the past,הכלב שלי אכל לי את שיעורי הבית!,My dog ate my homework!,https://d1vq87e9lcf771.cloudfront.net/he_v1/26f81a3864afd3cd489ced61ec23e487
42,2,A1,Past Act.,use verbs in the past,Use verbs in the past,בית הכלא הישן הפך למוזיאון.,The old prison has become a museum.,https://d1vq87e9lcf771.cloudfront.net/he_v1/fb08f46f236aefad38da3c397e45c513
42,2,A1,Past Act.,use verbs in the past,Use verbs in the past,קראתם את זה כבר?,Have you already read this?,https://d1vq87e9lcf771.cloudfront.net/he_v1/ad8b7ca6a8730b8a0b8f9f6de1e0ecc2
43,2,A1,Comparison,make comparisons,Make comparisons,אני דומָה לה.,I am similar to her.,https://d1vq87e9lcf771.cloudfront.net/he_v1/cdc24cc6073125c481109077064c2166
43,2,A1,Comparison,make comparisons,Make comparisons,"מי יותר גבוהה, היא או אני?","Who is taller, she or I?",https://d1vq87e9lcf771.cloudfront.net/he_v1/d78a67f11c7e6a356c5ce5c20244a83d
43,2,A1,Comparison,make comparisons,Make comparisons,הוא יותר מקצועי אבל פחות נחמד.,He is more professional but less friendly.,https://d1vq87e9lcf771.cloudfront.net/he_v1/ad1e158f2efcc437982c410b167b3a13
43,2,A1,Comparison,make comparisons,Make comparisons,זאת החולצה הכי יפָה!,That is the prettiest shirt!,https://d1vq87e9lcf771.cloudfront.net/he_v1/df03a441cd7c47e3cfbd65c82af1d80f
44,2,A1,Objects,refer to objects,Refer to objects,היא מאזינה לרדיו.,She is listening to the radio.,https://d1vq87e9lcf771.cloudfront.net/he_v1/ee1e68f103998ffa0aa5261244c0a916
44,2,A1,Objects,refer to objects,Refer to objects,כמה סבון אתה צריך?,How much soap do you need?,https://d1vq87e9lcf771.cloudfront.net/he_v1/9907d46535d10467cd8b9ce9851f0e40
44,2,A1,Objects,refer to objects,Refer to objects,אנחנו חושבים שהבריכה ריקה.,We think that the swimming pool is empty.,https://d1vq87e9lcf771.cloudfront.net/he_v1/4fa73df7429a2a32efc869023ff69c67
44,2,A1,Objects,refer to objects,Refer to objects,אני שותֶה קפה מהספל שלי.,I drink coffee from my mug.,https://d1vq87e9lcf771.cloudfront.net/he_v1/9b27d2fd4bfea14c27eef4d054401048
44,2,A1,Objects,refer to objects,Refer to objects,היא קונָה מתנה ליום ההולדת שלו.,She is buying a gift for his birthday.,https://d1vq87e9lcf771.cloudfront.net/he_v1/81301657eea28b1907d27f065e07d559
45,2,A1,Pres.Reflx,use complex verbs,Use complex verbs,הגבר מתחזק.,The man is getting stronger.,https://d1vq87e9lcf771.cloudfront.net/he_v1/da401da047eb9ae476024aa9eb637ca3
45,2,A1,Pres.Reflx,use complex verbs,Use complex verbs,אני מתקרבת אליכם.,I am getting closer to you.,https://d1vq87e9lcf771.cloudfront.net/he_v1/6e67fcb8823e268fae6bea184cd37f73
45,2,A1,Pres.Reflx,use complex verbs,Use complex verbs,החיות בגן החיות מזדקנות.,The animals at the zoo are getting older.,https://d1vq87e9lcf771.cloudfront.net/he_v1/d43c4d8a893730e04774d1dfe8801f2f
45,2,A1,Pres.Reflx,use complex verbs,Use complex verbs,אנחנו מתראים הרבה.,We see each other a lot.,https://d1vq87e9lcf771.cloudfront.net/he_v1/44ecd0f56a4719798490e03430efef84
46,2,A1,Adj. 3,describe attributes,Describe attributes,מצאתי סוס נדיר.,I found a rare horse.,https://d1vq87e9lcf771.cloudfront.net/he_v1/e2fd8cb2a95da08d7380eebb79394584
46,2,A1,Adj. 3,describe attributes,Describe attributes,זאת חנות מקומית.,It is a local shop.,https://d1vq87e9lcf771.cloudfront.net/he_v1/7ac6ddcec6edaa47622f35f2a7a8bcf8
46,2,A1,Adj. 3,describe attributes,Describe attributes,אנחנו מחפשים את המבנה ההיסטורי.,We are looking for the historic building.,https://d1vq87e9lcf771.cloudfront.net/he_v1/81110dbe0724783b6e4bdbfc49eeafd7
46,2,A1,Adj. 3,describe attributes,Describe attributes,הכובע הזה מדהים!,That hat is amazing.,https://d1vq87e9lcf771.cloudfront.net/he_v1/63d4b774a2b7504789e3ff07ba5c6706
47,2,A1,Abs. Ob. 1,form abstract concepts,Form abstract concepts,זה חלק מההשקפה שלה.,It is part of her perspective.,https://d1vq87e9lcf771.cloudfront.net/he_v1/af534fc664d4b040a2a4d8edaeb0520c
47,2,A1,Abs. Ob. 1,form abstract concepts,Form abstract concepts,זאת פקודה!,That is an order!,https://d1vq87e9lcf771.cloudfront.net/he_v1/79a021ce7643ab61365b80623abbc06e
47,2,A1,Abs. Ob. 1,form abstract concepts,Form abstract concepts,הכל בשליטה.,Everything is under control.,https://d1vq87e9lcf771.cloudfront.net/he_v1/fc26011478bbd8eb0871250c00ca24e4
47,2,A1,Abs. Ob. 1,form abstract concepts,Form abstract concepts,איזה עיצוב מודרני!,What a modern design!,https://d1vq87e9lcf771.cloudfront.net/he_v1/7c364abb6e715e17feae76c53ac007a4
47,2,A1,Abs. Ob. 1,form abstract concepts,Form abstract concepts,מבנה הקורס הוא חשוב.,The course structure is important.,https://d1vq87e9lcf771.cloudfront.net/he_v1/56afa9966b80274ca8728eb810736d9a
48,2,A1,Imper. 1,use commands,Use commands,בוא איתי.,Come with me.,https://d1vq87e9lcf771.cloudfront.net/he_v1/c61fd33b4ebe826fa7af9dcac3aaaba3
48,2,A1,Imper. 1,use commands,Use commands,עצור!,Stop!,https://d1vq87e9lcf771.cloudfront.net/he_v1/e20b67565c4695b0be90e26a2f8a9403
48,2,A1,Imper. 1,use commands,Use commands,"אני באה, חכו לי!","I'm coming, wait for me!",https://d1vq87e9lcf771.cloudfront.net/he_v1/a1eda3ecee5f71ca4ae494175fbcafb5
48,2,A1,Imper. 1,use commands,Use commands,הזמיני אותו לארוחת בוקר!,Invite him for breakfast!,https://d1vq87e9lcf771.cloudfront.net/he_v1/3eebfa7952f2614c90f7d97f29a2263f
49,2,A1,Languages,talk about languages,Talk about languages,כמה שפות אתה מדבר?,How many languages do you speak?,https://d1vq87e9lcf771.cloudfront.net/he_v1/8563985e44e56859a7c8d7ef9a481d02
49,2,A1,Languages,talk about languages,Talk about languages,הרבה אנשים בישראל מדברים רוסית.,Many people in Israel speak Russian.,https://d1vq87e9lcf771.cloudfront.net/he_v1/346471fc3fb3b2224f6b001e5038c600
49,2,A1,Languages,talk about languages,Talk about languages,פורטוגזית היא שפה מעניינת.,Portuguese is an interesting language.,https://d1vq87e9lcf771.cloudfront.net/he_v1/932423ad5653ca4fa225943d4830fa36
49,2,A1,Languages,talk about languages,Talk about languages,הוא כותב את המכתב בערבית.,He is writing the letter in Arabic.,https://d1vq87e9lcf771.cloudfront.net/he_v1/71d72604bc98e9aa9663819e687f1155
49,2,A1,Languages,talk about languages,Talk about languages,"זה שם עצם, לא שם תואר.","This is a noun, not an adjective.",https://d1vq87e9lcf771.cloudfront.net/he_v1/df17e35b3cb10065573f63c618b96d18
50,2,A1,Emergency!,describe emergencies,Describe emergencies,זהירות!,Careful!,https://d1vq87e9lcf771.cloudfront.net/he_v1/53bbe0e9d646072119ad2717c1219e00
50,2,A1,Emergency!,describe emergencies,Describe emergencies,אני צריך עזרה.,I need help.,https://d1vq87e9lcf771.cloudfront.net/he_v1/8efe51c799302a8cbcd24b6a74069f28
50,2,A1,Emergency!,describe emergencies,Describe emergencies,יש לנו מקרה חירום.,We have got an emergency.,https://d1vq87e9lcf771.cloudfront.net/he_v1/36ec455d320ca546037846f407a6c18f
50,2,A1,Emergency!,describe emergencies,Describe emergencies,הם לכודים.,They are trapped.,https://d1vq87e9lcf771.cloudfront.net/he_v1/cf20ccffd11a24e4a85ddfef1af1f358
50,2,A1,Emergency!,describe emergencies,Describe emergencies,צוות החילוץ מגיע.,The rescue team is arriving.,https://d1vq87e9lcf771.cloudfront.net/he_v1/5d7c32de72833257ce6b23099b71c7ea
51,2,A1,Future 1,use the future tense,Use the future tense,אני אהיה בעיר מחר.,I will be in the city tomorrow.,https://d1vq87e9lcf771.cloudfront.net/he_v1/71e3d52ff8ee92bc50b8ac1a838e1b01
51,2,A1,Future 1,use the future tense,Use the future tense,אני אבחר מסעדה.,I will choose a restaurant.,https://d1vq87e9lcf771.cloudfront.net/he_v1/cc01fe364b4ea2fa9142049838673af2
51,2,A1,Future 1,use the future tense,Use the future tense,לא יהיה לנו בית.,We won't have a home.,https://d1vq87e9lcf771.cloudfront.net/he_v1/5584c1bbad45938c7c4f82c4cb8faad7
51,2,A1,Future 1,use the future tense,Use the future tense,היא תקשיב לי אם אדבר איתה.,She will listen to me if I speak with her.,https://d1vq87e9lcf771.cloudfront.net/he_v1/b14e3af31c0de5b05aea14a2c82cc86f
51,2,A1,Future 1,use the future tense,Use the future tense,ביום שלישי מזג האוויר ישתנה.,On Tuesday the weather will change.,https://d1vq87e9lcf771.cloudfront.net/he_v1/7a9cd6428b411e6b6f266ea2ec4a6d49
52,2,A1,Passive,form passive phrases,Form passive phrases,זה כתוב בספר.,It is written in the book.,https://d1vq87e9lcf771.cloudfront.net/he_v1/293ad657f93e0bc11d5ea5c3272928e0
52,2,A1,Passive,form passive phrases,Form passive phrases,זה עשוי מפירות טריים.,It's made from fresh fruit.,https://d1vq87e9lcf771.cloudfront.net/he_v1/407db3bb8aade720c5328bac359b335a
52,2,A1,Passive,form passive phrases,Form passive phrases,זאת התוצאה הרצויה.,That is the desired result.,https://d1vq87e9lcf771.cloudfront.net/he_v1/a78b49f2e3bebe2c7879b217046669a2
52,2,A1,Passive,form passive phrases,Form passive phrases,אני מעדיפה אוכל מבושל.,I prefer cooked food.,https://d1vq87e9lcf771.cloudfront.net/he_v1/2b9747c34b5d2a0c8ce390669db6a559
52,2,A1,Passive,form passive phrases,Form passive phrases,אני רוצָה לדעת מתי הרופאה צפויה לחזור.,I want to know when the doctor is expected to return.,https://d1vq87e9lcf771.cloudfront.net/he_v1/d2774fffe3617ef165db65d84ecff4e8
52,2,A1,Passive,form passive phrases,Form passive phrases,הידע שלהם על הנושא הזה הוא מוגבל מאוד.,Their knowledge of this topic is very limited.,https://d1vq87e9lcf771.cloudfront.net/he_v1/5ca80436cbf0666f5e78ac11a1f4285f
53,2,A1,Ref. Pron.,refer to yourself,Refer to yourself,אתה יכול לעשות הכל בעצמךָ.,You can do everything by yourself.,https://d1vq87e9lcf771.cloudfront.net/he_v1/0c7bd05faa4252df6210d3ca449e46b6
53,2,A1,Ref. Pron.,refer to yourself,Refer to yourself,היא מבינה את עצמה טוב מאוד.,She understands herself very well.,https://d1vq87e9lcf771.cloudfront.net/he_v1/076bec9b8cce96f613f134268c7c8874
53,2,A1,Ref. Pron.,refer to yourself,Refer to yourself,הציגו את עצמכם!,Present yourselves!,https://d1vq87e9lcf771.cloudfront.net/he_v1/9b2a8b6ed343bc00f687cf3bf3230480
53,2,A1,Ref. Pron.,refer to yourself,Refer to yourself,אתם מלמדים את עצמכם עברית.,You are teaching yourselves Hebrew.,https://d1vq87e9lcf771.cloudfront.net/he_v1/e05f6d44b9080bbd48fe850847033b05
54,2,A1,Nif'al,form passive sentences,Form passive sentences,הספר נקרא על ידי הסופרת.,The book is read by the author.,https://d1vq87e9lcf771.cloudfront.net/he_v1/11e9297b2feec2309d4a8bdaf0558f24
54,2,A1,Nif'al,form passive sentences,Form passive sentences,דלתות חדשות נפתחות לי.,New doors are opening for me.,https://d1vq87e9lcf771.cloudfront.net/he_v1/e4b418cbc3ece3f7ecc489c7b8402945
54,2,A1,Nif'al,form passive sentences,Form passive sentences,כל שבוע אני נפגש עם המשפחה שלי.,Every week I meet up with my family.,https://d1vq87e9lcf771.cloudfront.net/he_v1/75f7686d43b700251410810ebab7f9ac
54,2,A1,Nif'al,form passive sentences,Form passive sentences,אני לא מאמין שהם נפרדים! הם זוג כל כך נחמד!,I can't believe they are breaking up! They are such a nice couple!,https://d1vq87e9lcf771.cloudfront.net/he_v1/48f21f0c372ecdbcd1a6d24943756f17
54,2,A1,Nif'al,form passive sentences,Form passive sentences,אני נהנה לרוץ כל בוקר.,I enjoy running every morning.,https://d1vq87e9lcf771.cloudfront.net/he_v1/30585f63efcd5cfbbe28293bc6d4c43a
55,2,A1,Nature,describe nature,Describe nature,השדה מלא בפרחים צבעוניים.,The field is full of colorful flowers.,https://d1vq87e9lcf771.cloudfront.net/he_v1/edaee39c8f050f3e0723957e60ba4bcb
55,2,A1,Nature,describe nature,Describe nature,העשן יוצא מתוך הקרקע.,The smoke is coming out of the ground.,https://d1vq87e9lcf771.cloudfront.net/he_v1/8f4612c4ec035e0418685121577af289
55,2,A1,Nature,describe nature,Describe nature,נהר הירדן נמצא בין ישראל לירדן.,The Jordan river is situated between Israel and Jordan.,https://d1vq87e9lcf771.cloudfront.net/he_v1/332938e1e358cd649ef76702e0e2b02e
55,2,A1,Nature,describe nature,Describe nature,זאת השקיעה הכי יפָה שראיתי.,This is the most beautiful sunset I have ever seen.,https://d1vq87e9lcf771.cloudfront.net/he_v1/6e710e787e7ae42051cacf84f549557a
56,2,A1,Decisions,express your opinion,Express your opinion,לפי דעתי העניבה הסגולה לא מתאימה לחולצה הלבנה.,"In my opinion, the purple tie does not go with the white shirt.",https://d1vq87e9lcf771.cloudfront.net/he_v1/d29f88c645ecedd2d2aa73a58b4353dd
56,2,A1,Decisions,express your opinion,Express your opinion,אני חושב שהוא טועֶה.,I think he is mistaken.,https://d1vq87e9lcf771.cloudfront.net/he_v1/74e4efa26aa2f4b08faa8af2cd7b0a7c
56,2,A1,Decisions,express your opinion,Express your opinion,"מכל ההצעות, זאת הכי טובה.","Of all the suggestions, this is the best.",https://d1vq87e9lcf771.cloudfront.net/he_v1/f5a68c777736bdd1029c7822f16a6490
56,2,A1,Decisions,express your opinion,Express your opinion,לתכנית יש הרבה חסרונות.,The plan has many disadvantages.,https://d1vq87e9lcf771.cloudfront.net/he_v1/4c91daac8c1aa5c222e0251dcd1a5325
57,3,A1,Imper. 2,use commands,Use commands,סְגור את הדלת!,Shut the door!,https://d1vq87e9lcf771.cloudfront.net/he_v1/e821a793354b4c58add0b172abd4c858
57,3,A1,Imper. 2,use commands,Use commands,בקרו את סבא שלכם!,Visit your grandfather!,https://d1vq87e9lcf771.cloudfront.net/he_v1/86aa193072711cc30d5e66e67e46caf9
57,3,A1,Imper. 2,use commands,Use commands,היכנסו!,Enter!,https://d1vq87e9lcf771.cloudfront.net/he_v1/dfa5a0d5357833a5bdce0029a86149d3
57,3,A1,Imper. 2,use commands,Use commands,הישאר כאן איתנו.,Stay here with us.,https://d1vq87e9lcf771.cloudfront.net/he_v1/c42819973b379f15860e74e96f4d210b
57,3,A1,Imper. 2,use commands,Use commands,בואו נדבר בעברית.,Let's speak in Hebrew.,https://d1vq87e9lcf771.cloudfront.net/he_v1/c95fd8f5a908158faebff8cad66817ac
58,3,A1,Pas. Ac. 2,use the past tense,Use the past tense,התחתנתי באביב.,I got married in the spring.,https://d1vq87e9lcf771.cloudfront.net/he_v1/d6faf9c24fcd764df93217b337660b2b
58,3,A1,Pas. Ac. 2,use the past tense,Use the past tense,התקשרנו לומר שאנחנו אוהבים אתכם.,We called to say that we love you.,https://d1vq87e9lcf771.cloudfront.net/he_v1/8843049b71dfbdf81fe37e5e986cdc5e
58,3,A1,Pas. Ac. 2,use the past tense,Use the past tense,החייל התנדב לרוץ אל הגשר.,The soldier volunteered to run to the bridge.,https://d1vq87e9lcf771.cloudfront.net/he_v1/321f024bf6cfa4953e2c14f1c4eea58b
58,3,A1,Pas. Ac. 2,use the past tense,Use the past tense,הוא עוד לא התאושש מהמסיבה אתמול בערב.,He has not recovered yet from the party last night.,https://d1vq87e9lcf771.cloudfront.net/he_v1/cca9c144dd11f5d9860afd7c7adac496
59,3,A1,Pas.Nif'al,form the past passive,Form the past passive,החורף נגמר.,Winter is over.,https://d1vq87e9lcf771.cloudfront.net/he_v1/ed1bc01858c1aa2543c6f9f7b17df62e
59,3,A1,Pas.Nif'al,form the past passive,Form the past passive,כשדיברתי איתו הוא נשמע שמח.,When I spoke with him he sounded happy.,https://d1vq87e9lcf771.cloudfront.net/he_v1/87a8c7754805490d06297f9f09e60839
59,3,A1,Pas.Nif'al,form the past passive,Form the past passive,המכתבים האלה נכתבו על ידי סבתא שלי.,These letters were written by my grandmother.,https://d1vq87e9lcf771.cloudfront.net/he_v1/3afa5d18da173adf8ba487bdc0bca90d
59,3,A1,Pas.Nif'al,form the past passive,Form the past passive,המזוודה שלי נאבדה בשדה התעופה.,My suitcase was lost in the airport.,https://d1vq87e9lcf771.cloudfront.net/he_v1/75a50d8170134add0afa9068bd5a1bce
59,3,A1,Pas.Nif'al,form the past passive,Form the past passive,כל ההצעות נשלחו לוועדה.,All the proposals were sent to the committee.,https://d1vq87e9lcf771.cloudfront.net/he_v1/2c3f22adee500965ad5dc57cbf2d4d56
60,3,A1,Feelings,express your emotions,Express your emotions,אני מקווה שאת מאושרת.,I hope you are happy.,https://d1vq87e9lcf771.cloudfront.net/he_v1/413a4f71208620dce6f5f940b0df6dd5
60,3,A1,Feelings,express your emotions,Express your emotions,"אני מצטער, זה מביך.","I am sorry, that is embarrassing.",https://d1vq87e9lcf771.cloudfront.net/he_v1/50084eeaa0f3a6763b7f383f48daf008
60,3,A1,Feelings,express your emotions,Express your emotions,אני מצפֶה לראות אתכם.,I'm looking forward to seeing you.,https://d1vq87e9lcf771.cloudfront.net/he_v1/f7125f0a6438ba959141eb0695268104
60,3,A1,Feelings,express your emotions,Express your emotions,"אני מנסֶה להיות רגוע, אבל אני מפחד!","I am trying to be calm, but I am scared!",https://d1vq87e9lcf771.cloudfront.net/he_v1/ae87721829d6a203e7a042c006415fa7
60,3,A1,Feelings,express your emotions,Express your emotions,אלה דמעות של אושר.,These are tears of joy.,https://d1vq87e9lcf771.cloudfront.net/he_v1/85b024b9a2d00a191aa2ba657c90f388
61,3,A1,Geometry,describe shapes,Describe shapes,לריבוע יש ארבעה קוים.,A square has four lines.,https://d1vq87e9lcf771.cloudfront.net/he_v1/6062020151ac1f32cfc953accfc27af0
61,3,A1,Geometry,describe shapes,Describe shapes,האם זה עיגול או אליפסה?,Is this a circle or an ellipse?,https://d1vq87e9lcf771.cloudfront.net/he_v1/7f78da2300ab55360baf1ead8088cf8a
61,3,A1,Geometry,describe shapes,Describe shapes,למשושה יש יותר צלעות ממקבילית.,A hexagon has more sides than a parallelogram.,https://d1vq87e9lcf771.cloudfront.net/he_v1/7818266800dddb7cbc881d569472c757
61,3,A1,Geometry,describe shapes,Describe shapes,מה השטח של המלבן?,What is the area of the rectangle?,https://d1vq87e9lcf771.cloudfront.net/he_v1/81f2223067edd3aa8d9d385cdfb45118
62,3,A1,Abs. Ob. 2,discuss abstract concepts,Discuss abstract concepts,הוא דיבר אליי בכבוד.,He spoke to me with respect.,https://d1vq87e9lcf771.cloudfront.net/he_v1/e161909c50459ac522cebe4273e5abe5
62,3,A1,Abs. Ob. 2,discuss abstract concepts,Discuss abstract concepts,הן לא מקבלות את המציאות.,They do not accept reality.,https://d1vq87e9lcf771.cloudfront.net/he_v1/33403026b4d94e57444e5e52b7037692
